event_time,src_ip,dst_ip,asset_name,business_level,exposure,log_source,event_type,request_method,request_uri,status_code,user_agent,username,auth_result,signature,severity,raw_message
2026-06-15 08:03:20,79.113.142.233,192.168.10.20,Login-Server-01,core,public,suricata_eve,alert,,,,,,,ET WEB_SERVER Possible SQL Injection Attempt,1.0,"{""timestamp"": ""2026-06-15T08:03:20+08:00"", ""src_ip"": ""79.113.142.233"", ""dest_ip"": ""192.168.10.20"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible SQL Injection Attempt"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:03:27,212.36.120.81,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/products,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"212.36.120.81 - - [15/Jun/2026:08:03:27 +0800] ""GET /products HTTP/1.1"" 200 3473 ""https://portal.example.local/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.10"""
2026-06-15 08:03:50,58.30.30.209,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,helen,success,,,2026-06-15 08:03:50 src_ip=58.30.30.209 dst_ip=192.168.10.20 username=helen auth_result=success
2026-06-15 08:03:51,23.150.5.252,192.168.10.20,Login-Server-01,core,public,access_log,web_request,GET,/dashboard,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"23.150.5.252 - - [15/Jun/2026:08:03:51 +0800] ""GET /dashboard HTTP/1.1"" 200 6254 ""https://portal.example.local/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.20"""
2026-06-15 08:04:10,171.44.58.206,192.168.10.10,Web-Server-01,core,public,access_log,web_request,POST,/contact,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"171.44.58.206 - - [15/Jun/2026:08:04:10 +0800] ""POST /contact HTTP/1.1"" 200 6271 ""https://portal.example.local/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.10"""
2026-06-15 08:04:11,61.215.53.28,192.168.10.30,DB-Server-01,high,internal,suricata_eve,alert,,,,,,,ET WEB_SERVER Possible XSS Attempt,2.0,"{""timestamp"": ""2026-06-15T08:04:11+08:00"", ""src_ip"": ""61.215.53.28"", ""dest_ip"": ""192.168.10.30"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible XSS Attempt"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:04:35,214.55.254.1,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,david,success,,,2026-06-15 08:04:35 src_ip=214.55.254.1 dst_ip=192.168.10.20 username=david auth_result=success
2026-06-15 08:04:37,212.113.10.242,192.168.10.20,Login-Server-01,core,public,access_log,web_request,GET,/contact,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"212.113.10.242 - - [15/Jun/2026:08:04:37 +0800] ""GET /contact HTTP/1.1"" 200 5888 ""https://portal.example.local/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.20"""
2026-06-15 08:04:42,200.23.195.37,192.168.10.40,OA-System-01,high,public,suricata_eve,alert,,,,,,,ET SCAN Nmap Scripting Engine User-Agent Detected,2.0,"{""timestamp"": ""2026-06-15T08:04:42+08:00"", ""src_ip"": ""200.23.195.37"", ""dest_ip"": ""192.168.10.40"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET SCAN Nmap Scripting Engine User-Agent Detected"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:05:05,75.60.10.237,192.168.10.40,OA-System-01,high,public,access_log,web_request,POST,/download/manual.pdf,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"75.60.10.237 - - [15/Jun/2026:08:05:05 +0800] ""POST /download/manual.pdf HTTP/1.1"" 200 5750 ""https://portal.example.local/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.40"""
2026-06-15 08:05:29,117.10.150.187,192.168.10.10,Web-Server-01,core,public,suricata_eve,alert,,,,,,,ET POLICY Suspicious inbound to mySQL port 3306,1.0,"{""timestamp"": ""2026-06-15T08:05:29+08:00"", ""src_ip"": ""117.10.150.187"", ""dest_ip"": ""192.168.10.10"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Suspicious inbound to mySQL port 3306"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:05:30,89.27.57.115,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/blog/2026/security-weekly,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"89.27.57.115 - - [15/Jun/2026:08:05:30 +0800] ""GET /blog/2026/security-weekly HTTP/1.1"" 200 4164 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.10"""
2026-06-15 08:05:33,44.86.52.148,192.168.10.40,OA-System-01,high,public,auth_log,authentication,,,,,helen,success,,,2026-06-15 08:05:33 src_ip=44.86.52.148 dst_ip=192.168.10.40 username=helen auth_result=success
2026-06-15 08:05:53,182.198.51.152,192.168.10.20,Login-Server-01,core,public,access_log,web_request,GET,/blog/2026/security-weekly,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"182.198.51.152 - - [15/Jun/2026:08:05:53 +0800] ""GET /blog/2026/security-weekly HTTP/1.1"" 200 6869 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.20"""
2026-06-15 08:06:03,93.7.209.111,192.168.10.20,Login-Server-01,core,public,suricata_eve,alert,,,,,,,ET POLICY Curl User-Agent Outbound,3.0,"{""timestamp"": ""2026-06-15T08:06:03+08:00"", ""src_ip"": ""93.7.209.111"", ""dest_ip"": ""192.168.10.20"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Curl User-Agent Outbound"", ""severity"": 3, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:06:19,188.113.148.57,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/index.html,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"188.113.148.57 - - [15/Jun/2026:08:06:19 +0800] ""GET /index.html HTTP/1.1"" 200 2183 ""https://portal.example.local/"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.10"""
2026-06-15 08:06:33,116.65.152.156,192.168.10.40,OA-System-01,high,public,auth_log,authentication,,,,,helen,success,,,2026-06-15 08:06:33 src_ip=116.65.152.156 dst_ip=192.168.10.40 username=helen auth_result=success
2026-06-15 08:06:47,57.196.160.242,192.168.10.40,OA-System-01,high,public,access_log,web_request,POST,/status,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"57.196.160.242 - - [15/Jun/2026:08:06:47 +0800] ""POST /status HTTP/1.1"" 200 1971 ""https://portal.example.local/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.40"""
2026-06-15 08:06:51,151.3.252.5,192.168.10.30,DB-Server-01,high,internal,suricata_eve,alert,,,,,,,ET WEB_SERVER Possible SQL Injection Attempt,1.0,"{""timestamp"": ""2026-06-15T08:06:51+08:00"", ""src_ip"": ""151.3.252.5"", ""dest_ip"": ""192.168.10.30"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible SQL Injection Attempt"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:07:05,198.168.140.189,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/dashboard,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"198.168.140.189 - - [15/Jun/2026:08:07:05 +0800] ""GET /dashboard HTTP/1.1"" 200 1414 ""https://portal.example.local/"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.10"""
2026-06-15 08:07:27,106.151.7.70,192.168.10.40,OA-System-01,high,public,auth_log,authentication,,,,,frank,success,,,2026-06-15 08:07:27 src_ip=106.151.7.70 dst_ip=192.168.10.40 username=frank auth_result=success
2026-06-15 08:07:28,134.106.93.222,192.168.10.40,OA-System-01,high,public,suricata_eve,alert,,,,,,,ET WEB_SERVER Possible XSS Attempt,2.0,"{""timestamp"": ""2026-06-15T08:07:28+08:00"", ""src_ip"": ""134.106.93.222"", ""dest_ip"": ""192.168.10.40"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible XSS Attempt"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:07:35,63.245.110.236,192.168.10.20,Login-Server-01,core,public,access_log,web_request,GET,/api/v1/orders?page=1,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"63.245.110.236 - - [15/Jun/2026:08:07:35 +0800] ""GET /api/v1/orders?page=1 HTTP/1.1"" 200 1776 ""https://portal.example.local/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.20"""
2026-06-15 08:07:55,141.252.6.158,192.168.10.20,Login-Server-01,core,public,access_log,web_request,GET,/index.html,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"141.252.6.158 - - [15/Jun/2026:08:07:55 +0800] ""GET /index.html HTTP/1.1"" 200 1741 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.20"""
2026-06-15 08:08:05,76.49.45.65,192.168.10.10,Web-Server-01,core,public,suricata_eve,alert,,,,,,,ET SCAN Nmap Scripting Engine User-Agent Detected,2.0,"{""timestamp"": ""2026-06-15T08:08:05+08:00"", ""src_ip"": ""76.49.45.65"", ""dest_ip"": ""192.168.10.10"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET SCAN Nmap Scripting Engine User-Agent Detected"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:08:22,28.162.42.187,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,bob,success,,,2026-06-15 08:08:22 src_ip=28.162.42.187 dst_ip=192.168.10.20 username=bob auth_result=success
2026-06-15 08:08:26,194.213.135.35,192.168.10.10,Web-Server-01,core,public,access_log,web_request,POST,/docs/api,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"194.213.135.35 - - [15/Jun/2026:08:08:26 +0800] ""POST /docs/api HTTP/1.1"" 200 3397 ""https://portal.example.local/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.10"""
2026-06-15 08:08:44,140.247.36.191,192.168.10.20,Login-Server-01,core,public,suricata_eve,alert,,,,,,,ET POLICY Suspicious inbound to mySQL port 3306,1.0,"{""timestamp"": ""2026-06-15T08:08:44+08:00"", ""src_ip"": ""140.247.36.191"", ""dest_ip"": ""192.168.10.20"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Suspicious inbound to mySQL port 3306"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:08:53,98.143.147.8,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/user/profile,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"98.143.147.8 - - [15/Jun/2026:08:08:53 +0800] ""GET /user/profile HTTP/1.1"" 200 4992 ""https://portal.example.local/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.10"""
2026-06-15 08:09:10,157.117.85.46,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,grace,failed,,,2026-06-15 08:09:10 src_ip=157.117.85.46 dst_ip=192.168.10.20 username=grace auth_result=failed
2026-06-15 08:09:18,213.46.38.118,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/contact,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"213.46.38.118 - - [15/Jun/2026:08:09:18 +0800] ""GET /contact HTTP/1.1"" 200 6325 ""https://portal.example.local/"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.10"""
2026-06-15 08:09:24,80.241.157.130,192.168.10.30,DB-Server-01,high,internal,suricata_eve,alert,,,,,,,ET POLICY Curl User-Agent Outbound,3.0,"{""timestamp"": ""2026-06-15T08:09:24+08:00"", ""src_ip"": ""80.241.157.130"", ""dest_ip"": ""192.168.10.30"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Curl User-Agent Outbound"", ""severity"": 3, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:09:36,145.132.89.224,192.168.10.10,Web-Server-01,core,public,access_log,web_request,POST,/contact,304,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"145.132.89.224 - - [15/Jun/2026:08:09:36 +0800] ""POST /contact HTTP/1.1"" 304 4473 ""https://portal.example.local/"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.10"""
2026-06-15 08:10:03,146.52.13.48,192.168.10.40,OA-System-01,high,public,suricata_eve,alert,,,,,,,ET WEB_SERVER Possible SQL Injection Attempt,1.0,"{""timestamp"": ""2026-06-15T08:10:03+08:00"", ""src_ip"": ""146.52.13.48"", ""dest_ip"": ""192.168.10.40"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible SQL Injection Attempt"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:10:05,154.26.99.229,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,grace,success,,,2026-06-15 08:10:05 src_ip=154.26.99.229 dst_ip=192.168.10.20 username=grace auth_result=success
2026-06-15 08:10:07,53.176.135.115,192.168.10.40,OA-System-01,high,public,access_log,web_request,GET,/products?id=1001,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"53.176.135.115 - - [15/Jun/2026:08:10:07 +0800] ""GET /products?id=1001 HTTP/1.1"" 200 5223 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.40"""
2026-06-15 08:10:31,27.48.33.212,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"27.48.33.212 - - [15/Jun/2026:08:10:31 +0800] ""GET / HTTP/1.1"" 200 5552 ""https://portal.example.local/"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.10"""
2026-06-15 08:10:54,170.220.125.95,192.168.10.10,Web-Server-01,core,public,suricata_eve,alert,,,,,,,ET WEB_SERVER Possible XSS Attempt,2.0,"{""timestamp"": ""2026-06-15T08:10:54+08:00"", ""src_ip"": ""170.220.125.95"", ""dest_ip"": ""192.168.10.10"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible XSS Attempt"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:10:55,48.121.82.96,192.168.10.40,OA-System-01,high,public,access_log,web_request,POST,/blog/2026/security-weekly,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"48.121.82.96 - - [15/Jun/2026:08:10:55 +0800] ""POST /blog/2026/security-weekly HTTP/1.1"" 200 7461 ""https://portal.example.local/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.40"""
2026-06-15 08:11:05,113.182.209.26,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,emma,success,,,2026-06-15 08:11:05 src_ip=113.182.209.26 dst_ip=192.168.10.20 username=emma auth_result=success
2026-06-15 08:11:21,25.163.152.218,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/api/v1/orders?page=1,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"25.163.152.218 - - [15/Jun/2026:08:11:21 +0800] ""GET /api/v1/orders?page=1 HTTP/1.1"" 200 2332 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.10"""
2026-06-15 08:11:28,58.123.21.82,192.168.10.20,Login-Server-01,core,public,suricata_eve,alert,,,,,,,ET SCAN Nmap Scripting Engine User-Agent Detected,2.0,"{""timestamp"": ""2026-06-15T08:11:28+08:00"", ""src_ip"": ""58.123.21.82"", ""dest_ip"": ""192.168.10.20"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET SCAN Nmap Scripting Engine User-Agent Detected"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:11:41,158.204.154.191,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/user/profile,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"158.204.154.191 - - [15/Jun/2026:08:11:41 +0800] ""GET /user/profile HTTP/1.1"" 200 8066 ""https://portal.example.local/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.10"""
2026-06-15 08:11:57,92.48.143.38,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,frank,failed,,,2026-06-15 08:11:57 src_ip=92.48.143.38 dst_ip=192.168.10.20 username=frank auth_result=failed
2026-06-15 08:12:09,219.88.197.131,192.168.10.30,DB-Server-01,high,internal,suricata_eve,alert,,,,,,,ET POLICY Suspicious inbound to mySQL port 3306,1.0,"{""timestamp"": ""2026-06-15T08:12:09+08:00"", ""src_ip"": ""219.88.197.131"", ""dest_ip"": ""192.168.10.30"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Suspicious inbound to mySQL port 3306"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
